"ttl","ttl href"
"ЗАКОН ЗА ЕНЕРГИЯТА ОТ ВЪЗОБНОВЯЕМИ ИЗТОЧНИЦИ","https://www.ciela.net/svobodna-zona-normativi/view/2135728864/zakon-za-energiyata-ot-vazobnovyaemi-iztochnitsi"
"ЗАКОН ЗА ВЛИЗАНЕТО, ПРЕБИВАВАНЕТО И НАПУСКАНЕТО НА РЕПУБЛИКА БЪЛГАРИЯ НА ГРАЖДАНИТЕ НА ЕВРОПЕЙСКИЯ СЪЮЗ И ЧЛЕНОВЕТЕ НА ТЕХНИТЕ СЕМЕЙСТВА (ЗАГЛ. ДОП. - ДВ, БР. 97 ОТ 2016 Г., ИЗМ. - ДВ, БР. 34 ОТ 2019 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135535758/zakon-za-vlizaneto-prebivavaneto-i-napuskaneto-na-republika-balgariya-na-grazhdanite-na-evropeyskiya-sayuz-i-chlenovete-na-tehnite-semeystva-(zagl-dop---dv-br-97-ot-2016-g-izm---dv-br-34-ot-2019-g)"
"ЗАКОН ЗА ДОСТЪП ДО ОБЩЕСТВЕНА ИНФОРМАЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2134929408/zakon-za-dostap-do-obshtestvena-informatsiya"
"ЗАКОН ЗА АДМИНИСТРАТИВНИТЕ НАРУШЕНИЯ И НАКАЗАНИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2126821377/zakon-za-administrativnite-narusheniya-i-nakazaniya"
"ЗАКОН ЗА ВЕРОИЗПОВЕДАНИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2135462355/zakon-za-veroizpovedaniyata"
"ЗАКОН ЗА СВРЪХЗАПАСИТЕ ОТ ЗЕМЕДЕЛСКИ И ЗАХАРНИ ПРОДУКТИ","https://www.ciela.net/svobodna-zona-normativi/view/2135537657/zakon-za-svrahzapasite-ot-zemedelski-i-zaharni-produkti"
"ЗАКОН ЗА ПАЗАРИТЕ НА ФИНАНСОВИ ИНСТРУМЕНТИ ОТ 2007 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135556966/zakon-za-pazarite-na-finansovi-instrumenti-ot-2007-g"
"ЗАКОН ЗА УРЕЖДАНЕ НА НЯКОИ ТРУДОВИ И ОСИГУРИТЕЛНИ ПРАВА НА БЪЛГАРСКИ ГРАЖДАНИ","https://www.ciela.net/svobodna-zona-normativi/view/2135605219/zakon-za-urezhdane-na-nyakoi-trudovi-i-osiguritelni-prava-na-balgarski-grazhdani"
"ЗАКОН ЗА НЕЗАВИСИМИТЕ ОЦЕНИТЕЛИ","https://www.ciela.net/svobodna-zona-normativi/view/2135605218/zakon-za-nezavisimite-otseniteli"
"ЗАКОН ЗА ПРИЕМАНЕ НА ДЕКЛАРАЦИЯ ЗА ПРИЗНАВАНЕ ЗАДЪЛЖИТЕЛНАТА ЮРИСДИКЦИЯ НА МЕЖДУНАРОДНИЯ СЪД И ЗА ОТТЕГЛЯНЕ НА РЕЗЕРВИТЕ ПО РАЗПОРЕДБИТЕ НА НЯКОИ МЕЖДУНАРОДНИ КОНВЕНЦИИ, ПРЕДВИЖДАЩИ ТАКАВА ЮРИСДИКЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2132824577/zakon-za-priemane-na-deklaratsiya-za-priznavane-zadalzhitelnata-yurisdiktsiya-na-mezhdunarodniya-sad-i-za-otteglyane-na-rezervite-po-razporedbite-na-nyakoi-mezhdunarodni-konventsii-predvizhdashti-takava-yurisdiktsiya"
"ЗАКОН ЗА ОФИЦЕРСКИТЕ СЪБРАНИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135649625/zakon-za-ofitserskite-sabraniya"
"ЗАКОН ЗА ДЪРЖАВНИЯ ФОНД ЗА ГАРАНТИРАНЕ УСТОЙЧИВОСТ НА ДЪРЖАВНАТА ПЕНСИОННА СИСТЕМА","https://www.ciela.net/svobodna-zona-normativi/view/2135605211/zakon-za-darzhavniya-fond-za-garantirane-ustoychivost-na-darzhavnata-pensionna-sistema"
"ЗАКОН ЗА ОТТЕГЛЯНЕ НА РЕЗЕРВА И ПРИЕМАНЕ НА ДЕКЛАРАЦИЯ ПО МЕЖДУНАРОДНИ КОНВЕНЦИИ","https://www.ciela.net/svobodna-zona-normativi/view/2135728792/zakon-za-otteglyane-na-rezerva-i-priemane-na-deklaratsiya-po-mezhdunarodni-konventsii"
"ЗАКОН ЗА БЪЛГАРСКОТО ГРАЖДАНСТВО","https://www.ciela.net/svobodna-zona-normativi/view/2134446592/zakon-za-balgarskoto-grazhdanstvo"
"ЗАКОН ЗА ДВИЖЕНИЕТО ПО ПЪТИЩАТА","https://www.ciela.net/svobodna-zona-normativi/view/2134649345/zakon-za-dvizhenieto-po-patishtata"
"ЗАКОН ЗА МИНИСТЕРСТВОТО НА ВЪТРЕШНИТЕ РАБОТИ","https://www.ciela.net/svobodna-zona-normativi/view/2135516991/zakon-za-ministerstvoto-na-vatreshnite-raboti"
"ЗАКОН ЗА НЕЗАВИСИМИЯ ФИНАНСОВ ОДИТ ОТ 2001 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135215104/zakon-za-nezavisimiya-finansov-odit-ot-2001-g"
"ЗАКОН ЗА ВЪЗСТАНОВЯВАНЕ СОБСТВЕНОСТТА ВЪРХУ КОНФИСКУВАНИТЕ С УКАЗ № 88 НА ПРЕЗИДИУМА НА НС ОТ 1953 Г. (НЕОБНАРОДВАН) НЕДВИЖИМИ И ДВИЖИМИ ИМОТИ, ПРИНАДЛЕЖАЩИ НА КАТОЛИЧЕСКАТА ЧЕРКВА В ПРЕДЕЛИТЕ НА НАРОДНА РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2132857345/zakon-za-vazstanovyavane-sobstvenostta-varhu-konfiskuvanite-s-ukaz-%E2%84%96-88-na-prezidiuma-na-ns-ot-1953-g-(neobnarodvan)-nedvizhimi-i-dvizhimi-imoti-prinadlezhashti-na-katolicheskata-cherkva-v-predelite-na-narodna-republika-balgariya"
"ЗАКОН ЗА ВЪЗСТАНОВЯВАНЕ СОБСТВЕНОСТТА ВЪРХУ НЯКОИ ОТЧУЖДЕНИ ИМОТИ ПО ЗАКОНА ЗА ТЕРИТОРИАЛНО И СЕЛИЩНО УСТРОЙСТВО, ЗАКОНА ЗА ПЛАНОВОТО ИЗГРАЖДАНЕ НА НАСЕЛЕНИТЕ МЕСТА, ЗАКОНА ЗА БЛАГОУСТРОЙСТВО НА НАСЕЛЕНИТЕ МЕСТА, ЗАКОНА ЗА ДЪРЖАВНИТЕ ИМОТИ И ЗАКОНА З","https://www.ciela.net/svobodna-zona-normativi/view/2132811265/zakon-za-vazstanovyavane-sobstvenostta-varhu-nyakoi-otchuzhdeni-imoti-po-zakona-za-teritorialno-i-selishtno-ustroystvo-zakona-za-planovoto-izgrazhdane-na-naselenite-mesta-zakona-za-blagoustroystvo-na-naselenite-mesta-zakona-za-darzhavnite-imoti-i-zakona-z"
"ЗАКОН ЗА ПРЕБРОЯВАНЕ НА ЗЕМЕДЕЛСКИТЕ СТОПАНСТВА В РЕПУБЛИКА БЪЛГАРИЯ ПРЕЗ 2010 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135655347/zakon-za-prebroyavane-na-zemedelskite-stopanstva-v-republika-balgariya-prez-2010-g"
"ЗАКОН ЗА ОТТЕГЛЯНЕ НА РЕЗЕРВИТЕ, НАПРАВЕНИ ОТ РЕПУБЛИКА БЪЛГАРИЯ В СЪОТВЕТСТВИЕ С ЧЛ. 37, АЛ. 1 ОТ НАКАЗАТЕЛНАТА КОНВЕНЦИЯ ОТНОСНО КОРУПЦИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2135475757/zakon-za-otteglyane-na-rezervite-napraveni-ot-republika-balgariya-v-saotvetstvie-s-chl-37-al-1-ot-nakazatelnata-konventsiya-otnosno-koruptsiyata"
"ЗАКОН ЗА ОБРАЗУВАНЕ НА ЕДНОЛИЧНИ ТЪРГОВСКИ ДРУЖЕСТВА С ДЪРЖАВНО ИМУЩЕСТВО","https://www.ciela.net/svobodna-zona-normativi/view/2132569601/zakon-za-obrazuvane-na-ednolichni-targovski-druzhestva-s-darzhavno-imushtestvo"
"ЗАКОН ЗА ВОЕННАТА ПОЛИЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135737438/zakon-za-voennata-politsiya"
"ЗАКОН ЗА МАЛКИТЕ И СРЕДНИТЕ ПРЕДПРИЯТИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2134682112/zakon-za-malkite-i-srednite-predpriyatiya"
"ЗАКОН ЗА ОБЩЕСТВЕНИТЕ БИБЛИОТЕКИ","https://www.ciela.net/svobodna-zona-normativi/view/2135636021/zakon-za-obshtestvenite-biblioteki"
"ЗАКОН ЗА ЗАДЪЛЖЕНИЯТА КЪМ МЕЖДУНАРОДНИЯ ФОНД ЗА ОБЕЗЩЕТЕНИЕ ПРИ ЩЕТИ, ПРИЧИНЕНИ ОТ ЗАМЪРСЯВАНЕ С НЕФТ","https://www.ciela.net/svobodna-zona-normativi/view/2135501939/zakon-za-zadalzheniyata-kam-mezhdunarodniya-fond-za-obezshtetenie-pri-shteti-prichineni-ot-zamarsyavane-s-neft"
"ЗАКОН ЗА ТРАНСПЛАНТАЦИЯ НА ОРГАНИ, ТЪКАНИ И КЛЕТКИ","https://www.ciela.net/svobodna-zona-normativi/view/2135471868/zakon-za-transplantatsiya-na-organi-takani-i-kletki"
"ЗАКОН ЗА ГРАЖДАНСКОТО ВЪЗДУХОПЛАВАНЕ","https://www.ciela.net/svobodna-zona-normativi/view/-19874815/zakon-za-grazhdanskoto-vazduhoplavane"
"ЗАКОН ЗА ЗАКРИЛА И РАЗВИТИЕ НА КУЛТУРАТА","https://www.ciela.net/svobodna-zona-normativi/view/2134664704/zakon-za-zakrila-i-razvitie-na-kulturata"
"ЗАКОН ЗА АМНИСТИЯ ОТ 1989 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2132036608/zakon-za-amnistiya-ot-1989-g"
"ЗАКОН ЗА ДЪРЖАВНИЯ ДЪЛГ","https://www.ciela.net/svobodna-zona-normativi/view/2135458339/zakon-za-darzhavniya-dalg"
"ЗАКОН ЗА БЪЛГАРСКАТА АГЕНЦИЯ ПО БЕЗОПАСНОСТ НА ХРАНИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135715161/zakon-za-balgarskata-agentsiya-po-bezopasnost-na-hranite"
"ЗАКОН ЗА СЪСЛОВНИТЕ ОРГАНИЗАЦИИ НА ЛЕКАРИТЕ И НА ЛЕКАРИТЕ ПО ДЕНТАЛНА МЕДИЦИНА (ЗАГЛ. ИЗМ. - ДВ, БР. 76 ОТ 2005 Г., В СИЛА ОТ 01.01.2007 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2134419457/zakon-za-saslovnite-organizatsii-na-lekarite-i-na-lekarite-po-dentalna-meditsina-(zagl-izm---dv-br-76-ot-2005-g-v-sila-ot-01012007-g)"
"ЗАКОН ЗА ТВОРЧЕСКИТЕ ФОНДОВЕ","https://www.ciela.net/svobodna-zona-normativi/view/2127836674/zakon-za-tvorcheskite-fondove"
"ЗАКОН ЗА СЪДЕБНАТА ВЛАСТ","https://www.ciela.net/svobodna-zona-normativi/view/2135560660/zakon-za-sadebnata-vlast"
"ЗАКОН ЗА ДЪРЖАВНИЯ ПРОТОКОЛ","https://www.ciela.net/svobodna-zona-normativi/view/2134917635/zakon-za-darzhavniya-protokol"
"ЗАКОН ЗА ДЕЙНОСТИТЕ ПО ПРЕДОСТАВЯНЕ НА УСЛУГИ","https://www.ciela.net/svobodna-zona-normativi/view/2135664930/zakon-za-deynostite-po-predostavyane-na-uslugi"
"ЗАКОН ЗА ПРИЗНАВАНЕ, ИЗПЪЛНЕНИЕ И ИЗПРАЩАНЕ НА АКТОВЕ ЗА КОНФИСКАЦИЯ ИЛИ ОТНЕМАНЕ И РЕШЕНИЯ ЗА НАЛАГАНЕ НА ФИНАНСОВИ САНКЦИИ (ЗАГЛ. ИЗМ. - ДВ, БР. 56 ОТ 2022 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135664929/zakon-za-priznavane-izpalnenie-i-izprashtane-na-aktove-za-konfiskatsiya-ili-otnemane-i-resheniya-za-nalagane-na-finansovi-sanktsii-(zagl-izm---dv-br-56-ot-2022-g)"
"ЗАКОН ЗА ГАРАНТИРАНЕ НА ВЛОГОВЕТЕ В БАНКИТЕ ОТ 1998 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2134402048/zakon-za-garantirane-na-vlogovete-v-bankite-ot-1998-g"
"ЗАКОН ЗА УСТРОЙСТВОТО НА ДЪРЖАВНИЯ БЮДЖЕТ","https://www.ciela.net/svobodna-zona-normativi/view/2133886466/zakon-za-ustroystvoto-na-darzhavniya-byudzhet"
"ЗАКОН ЗА ЮРИДИЧЕСКИТЕ ЛИЦА С НЕСТОПАНСКА ЦЕЛ","https://www.ciela.net/svobodna-zona-normativi/view/2134942720/zakon-za-yuridicheskite-litsa-s-nestopanska-tsel"
"ЗАКОН ЗА ВЪЗСТАНОВЯВАНЕ СОБСТВЕНОСТТА ВЪРХУ НЕДВИЖИМИ ИМОТИ НА БЪЛГАРСКИ ГРАЖДАНИ ОТ ТУРСКИ ПРОИЗХОД, НАПРАВИЛИ ПОСТЪПКИ ЗА ЗАМИНАВАНЕ В РЕПУБЛИКА ТУРЦИЯ И ДРУГИ СТРАНИ ПРЕЗ ПЕРИОДА МАЙ - СЕПТЕМВРИ 1989 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2132837377/zakon-za-vazstanovyavane-sobstvenostta-varhu-nedvizhimi-imoti-na-balgarski-grazhdani-ot-turski-proizhod-napravili-postapki-za-zaminavane-v-republika-turtsiya-i-drugi-strani-prez-perioda-may---septemvri-1989-g"
"ЗАКОН ЗА МЕЖДУНАРОДНИТЕ ДОГОВОРИ НА РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135213056/zakon-za-mezhdunarodnite-dogovori-na-republika-balgariya"
"ЗАКОН ЗА ПОСЕВНИЯ И ПОСАДЪЧНИЯ МАТЕРИАЛ","https://www.ciela.net/svobodna-zona-normativi/view/2135464084/zakon-za-posevniya-i-posadachniya-material"
"ЗАКОН ЗА КАМАРИТЕ НА АРХИТЕКТИТЕ И ИНЖЕНЕРИТЕ В ИНВЕСТИЦИОННОТО ПРОЕКТИРАНЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135464083/zakon-za-kamarite-na-arhitektite-i-inzhenerite-v-investitsionnoto-proektirane"
"ЗАКОН ЗА БЪЛГАРСКАТА АКАДЕМИЯ НА НАУКИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2132584961/zakon-za-balgarskata-akademiya-na-naukite"
"ЗАКОН ЗА ПУБЛИЧНОТО ПРЕДЛАГАНЕ НА ЦЕННИ КНИЖА","https://www.ciela.net/svobodna-zona-normativi/view/2134697472/zakon-za-publichnoto-predlagane-na-tsenni-knizha"
"ЗАКОН ЗА БИОЛОГИЧНОТО РАЗНООБРАЗИЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135456926/zakon-za-biologichnoto-raznoobrazie"
"ЗАКОН ЗА ДЪРЖАВНАТА ФИНАНСОВА ИНСПЕКЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135521986/zakon-za-darzhavnata-finansova-inspektsiya"
"ЗАКОН ЗА ЛИЦАТА И СЕМЕЙСТВОТО","https://www.ciela.net/svobodna-zona-normativi/view/2121624577/zakon-za-litsata-i-semeystvoto"
"ЗАКОН ЗА АРЕНДАТА В ЗЕМЕДЕЛИЕТО","https://www.ciela.net/svobodna-zona-normativi/view/2133894145/zakon-za-arendata-v-zemedelieto"
"ЗАКОН ЗА НАЦИОНАЛНАТА СТАНДАРТИЗАЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135512321/zakon-za-natsionalnata-standartizatsiya"
"ЗАКОН ЗА НАСЪРЧАВАНЕ НА ЗАЕТОСТТА","https://www.ciela.net/svobodna-zona-normativi/view/-12262909/zakon-za-nasarchavane-na-zaetostta"
"ЗАКОН ЗА ЗДРАВЕТО","https://www.ciela.net/svobodna-zona-normativi/view/2135489147/zakon-za-zdraveto"
"ЗАКОН ЗА НАСЪРЧАВАНЕ НА ИНВЕСТИЦИИТЕ (ЗАГЛ. ИЗМ. - ДВ, БР. 37 ОТ 2004 Г., В СИЛА ОТ 06.08.2004 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2134164480/zakon-za-nasarchavane-na-investitsiite-(zagl-izm---dv-br-37-ot-2004-g-v-sila-ot-06082004-g)"
"ЗАКОН ЗА ЕНЕРГЕТИКАТА","https://www.ciela.net/svobodna-zona-normativi/view/2135475623/zakon-za-energetikata"
"ЗАКОН ЗА ПРЕБРОЯВАНЕ НА НАСЕЛЕНИЕТО И ЖИЛИЩНИЯ ФОНД В РЕПУБЛИКА БЪЛГАРИЯ ПРЕЗ 2011 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135633969/zakon-za-prebroyavane-na-naselenieto-i-zhilishtniya-fond-v-republika-balgariya-prez-2011-g"
"ЗАКОН ЗА БОРБА СРЕЩУ ПРОТИВООБЩЕСТВЕНИТЕ ПРОЯВИ НА МАЛОЛЕТНИТЕ И НЕПЪЛНОЛЕТНИТЕ (ЗАГЛ. ИЗМ. - ИЗВ., БР. 11 ОТ 1961 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2123897345/zakon-za-borba-sreshtu-protivoobshtestvenite-proyavi-na-maloletnite-i-nepalnoletnite-(zagl-izm---izv-br-11-ot-1961-g)"
"ЗАКОН ЗА ЗАЩИТА НА КЛАСИФИЦИРАНАТА ИНФОРМАЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135448577/zakon-za-zashtita-na-klasifitsiranata-informatsiya"
"ЗАКОН ЗА СОБСТВЕНОСТТА И ПОЛЗВАНЕТО НА ЗЕМЕДЕЛСКИТЕ ЗЕМИ (ЗАГЛ. ИЗМ. - ДВ, БР. 14 ОТ 2015 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2132550145/zakon-za-sobstvenostta-i-polzvaneto-na-zemedelskite-zemi-(zagl-izm---dv-br-14-ot-2015-g)"
"ЗАКОН ЗА РЕГИСТРАЦИЯ И КОНТРОЛ НА ЗЕМЕДЕЛСКАТА И ГОРСКАТА ТЕХНИКА","https://www.ciela.net/svobodna-zona-normativi/view/2134417410/zakon-za-registratsiya-i-kontrol-na-zemedelskata-i-gorskata-tehnika"
"ЗАКОН ЗА МЕЦЕНАТСТВОТО","https://www.ciela.net/svobodna-zona-normativi/view/2135514206/zakon-za-metsenatstvoto"
"ЗАКОН ЗА АМНИСТИЯ ОТ 1974 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2128130048/zakon-za-amnistiya-ot-1974-g"
"ЗАКОН ЗА ОПАЗВАНЕ НА СЕЛСКОСТОПАНСКОТО ИМУЩЕСТВО","https://www.ciela.net/svobodna-zona-normativi/view/2128112642/zakon-za-opazvane-na-selskostopanskoto-imushtestvo"
"ЗАКОН ЗА ОТБРАНАТА И ВЪОРЪЖЕНИТЕ СИЛИ НА РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135631954/zakon-za-otbranata-i-vaorazhenite-sili-na-republika-balgariya"
"ЗАКОН ЗА ОТГОВОРНОСТТА ЗА ПРЕДОТВРАТЯВАНЕ И ОТСТРАНЯВАНЕ НА ЕКОЛОГИЧНИ ЩЕТИ","https://www.ciela.net/svobodna-zona-normativi/view/2135587536/zakon-za-otgovornostta-za-predotvratyavane-i-otstranyavane-na-ekologichni-shteti"
"ЗАКОН ЗА ЗАКРИВАНЕ НА МЕДИЦИНСКАТА АКАДЕМИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2132295169/zakon-za-zakrivane-na-meditsinskata-akademiya"
"ЗАКОН ЗА АМНИСТИЯ ОТ 1990 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2132295168/zakon-za-amnistiya-ot-1990-g"
"ЗАКОН ЗА ПУБЛИЧНИТЕ ФИНАНСИ","https://www.ciela.net/svobodna-zona-normativi/view/2135837967/zakon-za-publichnite-finansi"
"ЗАКОН ЗА ЗАПАСИТЕ ОТ НЕФТ И НЕФТОПРОДУКТИ","https://www.ciela.net/svobodna-zona-normativi/view/2135837969/zakon-za-zapasite-ot-neft-i-neftoprodukti"
"ЗАКОН ЗА ДЕЙНОСТТА НА КОЛЕКТИВНИТЕ ИНВЕСТИЦИОННИ СХЕМИ И НА ДРУГИ ПРЕДПРИЯТИЯ ЗА КОЛЕКТИВНО ИНВЕСТИРАНЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135754011/zakon-za-deynostta-na-kolektivnite-investitsionni-shemi-i-na-drugi-predpriyatiya-za-kolektivno-investirane"
"ЗАКОН ЗА БЪЛГАРСКАТА ТЕЛЕГРАФНА АГЕНЦИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135764745/zakon-za-balgarskata-telegrafna-agentsiya"
"ЗАКОН ЗА БЮДЖЕТА НА НАЦИОНАЛНАТА ЗДРАВНООСИГУРИТЕЛНА КАСА ЗА 2012 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135764744/zakon-za-byudzheta-na-natsionalnata-zdravnoosiguritelna-kasa-za-2012-g"
"ЗАКОН ЗА ДЪРЖАВНИЯ БЮДЖЕТ НА РЕПУБЛИКА БЪЛГАРИЯ ЗА 2012 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135764986/zakon-za-darzhavniya-byudzhet-na-republika-balgariya-za-2012-g"
"ЗАКОН ЗА БЮДЖЕТА НА ДЪРЖАВНОТО ОБЩЕСТВЕНО ОСИГУРЯВАНЕ ЗА 2012 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135765299/zakon-za-byudzheta-na-darzhavnoto-obshtestveno-osiguryavane-za-2012-g"
"ЗАКОН ЗА АДМИНИСТРАТИВНО-ТЕРИТОРИАЛНИ ПРОМЕНИ В СТРАНАТА","https://www.ciela.net/svobodna-zona-normativi/view/2135849180/zakon-za-administrativno-teritorialni-promeni-v-stranata"
"ЗАКОН ЗА ОБЯВЯВАНЕ НА СЕЛА И СЕЛИЩА ЗА ГРАДОВЕ И СЕЛИЩА ОТ ГРАДСКИ ТИП","https://www.ciela.net/svobodna-zona-normativi/view/2135849406/zakon-za-obyavyavane-na-sela-i-selishta-za-gradove-i-selishta-ot-gradski-tip"
"ЗАКОН ЗА ИЗПЛАЩАНЕ НА ЗАДЪЛЖЕНИЯТА, УГОВОРЕНИ В ЗЛАТО","https://www.ciela.net/svobodna-zona-normativi/view/2135849405/zakon-za-izplashtane-na-zadalzheniyata-ugovoreni-v-zlato"
"ЗАКОН ЗА СЪХРАНЕНИЕ НА ВЪГЛЕРОДЕН ДИОКСИД В ЗЕМНИТЕ НЕДРА","https://www.ciela.net/svobodna-zona-normativi/view/2135776224/zakon-za-sahranenie-na-vagleroden-dioksid-v-zemnite-nedra"
"ЗАКОН ЗА РЕЗЕРВА НА ВЪОРЪЖЕНИТЕ СИЛИ НА РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135780018/zakon-za-rezerva-na-vaorazhenite-sili-na-republika-balgariya"
"ЗАКОН ЗА ПРИЗНАВАНЕ, ИЗПЪЛНЕНИЕ И ИЗПРАЩАНЕ НА СЪДЕБНИ РЕШЕНИЯ И РЕШЕНИЯ ЗА ПРОБАЦИЯ С ОГЛЕД УПРАЖНЯВАНЕ НА НАДЗОР ВЪРХУ ПРОБАЦИОННИТЕ МЕРКИ И АЛТЕРНАТИВНИТЕ САНКЦИИ","https://www.ciela.net/svobodna-zona-normativi/view/2135782661/zakon-za-priznavane-izpalnenie-i-izprashtane-na-sadebni-resheniya-i-resheniya-za-probatsiya-s-ogled-uprazhnyavane-na-nadzor-varhu-probatsionnite-merki-i-alternativnite-sanktsii"
"ЗАКОН ЗА ХАЗАРТА","https://www.ciela.net/svobodna-zona-normativi/view/2135783265/zakon-za-hazarta"
"ЗАКОН ЗА МЛАДЕЖТА","https://www.ciela.net/svobodna-zona-normativi/view/2135786802/zakon-za-mladezhta"
"ЗАКОН ЗА ОТНЕМАНЕ В ПОЛЗА НА ДЪРЖАВАТА НА НЕЗАКОННО ПРИДОБИТО ИМУЩЕСТВО ОТ 2012 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135793015/zakon-za-otnemane-v-polza-na-darzhavata-na-nezakonno-pridobito-imushtestvo-ot-2012-g"
"ЗАКОН ЗА СТАТИСТИКАТА НА ВЪТРЕСЪЮЗНАТА ТЪРГОВИЯ СЪС СТОКИ (ЗАГЛ. ИЗМ. - ДВ, БР. 61 ОТ 2022 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135794454/zakon-za-statistikata-na-vatresayuznata-targoviya-sas-stoki-(zagl-izm---dv-br-61-ot-2022-g)"
"ЗАКОН ЗА ВИНОТО И СПИРТНИТЕ НАПИТКИ","https://www.ciela.net/svobodna-zona-normativi/view/2135798102/zakon-za-vinoto-i-spirtnite-napitki"
"ЗАКОН ЗА ПУБЛИЧНО-ЧАСТНОТО ПАРТНЬОРСТВО","https://www.ciela.net/svobodna-zona-normativi/view/2135798101/zakon-za-publichno-chastnoto-partnyorstvo"
"ЗАКОН ЗА УПРАВЛЕНИЕ НА ОТПАДЪЦИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135802037/zakon-za-upravlenie-na-otpadatsite"
"ЗАКОН ЗА ОТТЕГЛЯНЕ НА ДЕКЛАРАЦИЯТА ПО ЧЛ. 7, § 2 ОТ ЕВРОПЕЙСКАТА ХАРТА ЗА МЕСТНО САМОУПРАВЛЕНИЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135803520/zakon-za-otteglyane-na-deklaratsiyata-po-chl-7-%C2%A7-2-ot-evropeyskata-harta-za-mestno-samoupravlenie"
"ЗАКОН ЗА ТУРИЗМА","https://www.ciela.net/svobodna-zona-normativi/view/2135845281/zakon-za-turizma"
"ЗАКОН ЗА НАГРАЖДАВАНЕ НА ЛИЦА ЗА ОСОБЕНИ ЗАСЛУГИ КЪМ БЪЛГАРСКАТА ДЪРЖАВА И НАЦИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2135821187/zakon-za-nagrazhdavane-na-litsa-za-osobeni-zaslugi-kam-balgarskata-darzhava-i-natsiyata"
"ЗАКОН ЗА БЮДЖЕТА НА ДЪРЖАВНОТО ОБЩЕСТВЕНО ОСИГУРЯВАНЕ ЗА 2013 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135828402/zakon-za-byudzheta-na-darzhavnoto-obshtestveno-osiguryavane-za-2013-g"
"ЗАКОН ЗА БЮДЖЕТА НА НАЦИОНАЛНАТА ЗДРАВНООСИГУРИТЕЛНА КАСА ЗА 2013 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135828922/zakon-za-byudzheta-na-natsionalnata-zdravnoosiguritelna-kasa-za-2013-g"
"ЗАКОН ЗА ДЪРЖАВНИЯ БЮДЖЕТ НА РЕПУБЛИКА БЪЛГАРИЯ ЗА 2013 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135829969/zakon-za-darzhavniya-byudzhet-na-republika-balgariya-za-2013-g"
